matchType,description,match,mfrId,mfrName,part_dataSupplierId,part_articleNumber,part_mfrName,genericArticleId,genericArticleDescription,legacyArticleId,OEM SKU
OENumber,OE Number,54840-2B000,183,HYUNDAI,4010,SLK-8160R,555,3229.0,"Link/Coupling Rod, stabiliser bar",280837997.0,54840-2B000
OENumber,OE Number,548402B000,183,HYUNDAI,166,JRSHY-023,AISIN,3229.0,"Link/Coupling Rod, stabiliser bar",309433878.0,54840-2B000
OENumber,OE Number,548402B000,184,KIA,166,JRSHY-023,AISIN,3229.0,"Link/Coupling Rod, stabiliser bar",101345807.0,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,350,ADG08584,BLUE PRINT,3229.0,"Link/Coupling Rod, stabiliser bar",117354837.0,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,350,ADG08584,BLUE PRINT,3229.0,"Link/Coupling Rod, stabiliser bar",323045575.0,54840-2B000
OENumber,OE Number,548402B000,183,HYUNDAI,475,BDL7153,BORG & BECK,3229.0,"Link/Coupling Rod, stabiliser bar",1127334104.0,54840-2B000
OENumber,OE Number,54840 2B000,184,KIA,475,BDL7153,BORG & BECK,3229.0,"Link/Coupling Rod, stabiliser bar",1217118618.0,54840-2B000
OENumber,OE Number,548402B000,184,KIA,475,BDL7153,BORG & BECK,3229.0,"Link/Coupling Rod, stabiliser bar",40024024.0,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,475,BDL7153,BORG & BECK,3229.0,"Link/Coupling Rod, stabiliser bar",509893032.0,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,140,49400924,CORTECO,3229.0,"Link/Coupling Rod, stabiliser bar",155559567.0,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,140,49400924,CORTECO,3229.0,"Link/Coupling Rod, stabiliser bar",47847182.0,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,4401,CL0277R,CTR,3229.0,"Link/Coupling Rod, stabiliser bar",557955578.0,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,4401,PL0277R,CTR,3229.0,"Link/Coupling Rod, stabiliser bar",18013495.0,54840-2B000
OENumber,OE Number,548402B000,20,CHRYSLER,89,TC2292,DELPHI,3229.0,"Link/Coupling Rod, stabiliser bar",537827749.0,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,89,TC2292,DELPHI,3229.0,"Link/Coupling Rod, stabiliser bar",56420678.0,54840-2B000
OENumber,OE Number,548402B000,184,KIA,89,TC2292,DELPHI,3229.0,"Link/Coupling Rod, stabiliser bar",61385413.0,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,192,818 0462 10,FAG,3229.0,"Link/Coupling Rod, stabiliser bar",19233693.0,54840-2B000
OENumber,OE Number,548402B000,183,HYUNDAI,192,818 0462 10,FAG,3229.0,"Link/Coupling Rod, stabiliser bar",56936969.0,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,192,818 0462 10,FAG,3229.0,"Link/Coupling Rod, stabiliser bar",73583860.0,54840-2B000
OENumber,OE Number,548402B000,184,KIA,192,818 0462 10,FAG,3229.0,"Link/Coupling Rod, stabiliser bar",222007925.0,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,4674,1223-SANCFR,FEBEST,3229.0,"Link/Coupling Rod, stabiliser bar",582924773.0,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,101,28576,FEBI BILSTEIN,3229.0,"Link/Coupling Rod, stabiliser bar",66762847.0,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,101,28576,FEBI BILSTEIN,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,6375,1010-0151,GMB,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,35,33973 01,LEMFÖRDER,,,,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,35,33973 01,LEMFÖRDER,,,,54840-2B000
OENumber,OE Number,548402B000,183,HYUNDAI,4008,SLH0060,MANDO,,,,54840-2B000
OENumber,OE Number,548402B000,184,KIA,4008,SLH0060,MANDO,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,133,51227HPS,MAPCO,,,,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,133,51227HPS,MAPCO,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,144,37-16 060 0031/HD,MEYLE,,,,54840-2B000
OENumber,OE Number,54840 2B000,184,KIA,144,37-16 060 0031/HD,MEYLE,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,37,L43629,MONROE,,,,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,37,L43629,MONROE,,,,54840-2B000
OENumber,OE Number,548402B000,183,HYUNDAI,134,HY-LS-4943,MOOG,,,,54840-2B000
OENumber,OE Number,548402B000,184,KIA,134,HY-LS-4943,MOOG,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,198,0584084,OCAP,,,,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,198,0584084,OCAP,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,129,G7-1547,OPTIMAL,,,,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,129,G7-1547,OPTIMAL,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,50,VKDS 845030,SKF,,,,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,50,VKDS 845030,SKF,,,,54840-2B000
OENumber,OE Number,54840-2B000,183,HYUNDAI,161,JTS560,TRW,,,,54840-2B000
OENumber,OE Number,54840-2B000,184,KIA,161,JTS560,TRW,,,,54840-2B000
OENumber,OE Number,254112B800,183,HYUNDAI,33,05-2496,GATES,475.0,Radiator Hose,1270204618.0,25411-2B800
OENumber,OE Number,254112B800,183,HYUNDAI,4008,MCC020114,MANDO,475.0,Radiator Hose,973311942.0,25411-2B800
OENumber,OE Number,11 53 8 854 735,16,BMW,162,V20-4474,VAICO,546.0,Coolant Pipe,1291484243.0,11538854735
OENumber,OE Number,42386928,138,CHEVROLET,221,19347476,ACDelco,8.0,Air Filter,380424596.0,42386928
OENumber,OE Number,42 386 928,185,DAEWOO,475,BFA2183,BORG & BECK,8.0,Air Filter,117399780.0,42386928
OENumber,OE Number,42 386 928,185,DAEWOO,30,0 986 4B0 045,BOSCH,8.0,Air Filter,628825020.0,42386928
OENumber,OE Number,42386928,753,GENERAL MOTORS,43,CAF100801P,CHAMPION,8.0,Air Filter,21243247.0,42386928
OENumber,OE Number,42386928,753,GENERAL MOTORS,4434,28.0002-0097.2,CONTINENTAL,8.0,Air Filter,479134150.0,42386928
OENumber,OE Number,42386928,138,CHEVROLET,4391,E147222,EUROREPAR,8.0,Air Filter,364691173.0,42386928
OENumber,OE Number,42386928,185,DAEWOO,4391,E147222,EUROREPAR,8.0,Air Filter,84217026.0,42386928
OENumber,OE Number,42 386 928,185,DAEWOO,256,AP 082/5,FILTRON,8.0,Air Filter,160618665.0,42386928
OENumber,OE Number,42386928,3527,CHEVROLET (SGM),81,E1185L,HENGST FILTER,8.0,Air Filter,1315852886.0,42386928
OENumber,OE Number,42386928,138,CHEVROLET,4501,LFAF229,LUCAS,8.0,Air Filter,308906492.0,42386928
OENumber,OE Number,42386928,185,DAEWOO,4501,LFAF229,LUCAS,8.0,Air Filter,42995048.0,42386928
OENumber,OE Number,42386928,138,CHEVROLET,95,153071762352,MAGNETI MARELLI,8.0,Air Filter,411548235.0,42386928
OENumber,OE Number,42386928,138,CHEVROLET,95,154703503510,MAGNETI MARELLI,8.0,Air Filter,92829921.0,42386928
OENumber,OE Number,42386928,185,DAEWOO,95,359002310320,MAGNETI MARELLI,8.0,Air Filter,7302905.0,42386928
OENumber,OE Number,42386928,138,CHEVROLET,287,LX 1915,MAHLE,8.0,Air Filter,222009793.0,42386928
OENumber,OE Number,42386928,185,DAEWOO,287,LX 1915,MAHLE,8.0,Air Filter,1241865777.0,42386928
OENumber,OE Number,42 386 928,185,DAEWOO,4,C 2324,MANN-FILTER,8.0,Air Filter,67995954.0,42386928
OENumber,OE Number,42 386 928,185,DAEWOO,133,60592,MAPCO,8.0,Air Filter,187063691.0,42386928
OENumber,OE Number,42 386 928,185,DAEWOO,129,OP-FAF10090,OPTIMAL,8.0,Air Filter,98460427.0,42386928
OENumber,OE Number,42386928,138,CHEVROLET,162,V51-0038,VAICO,,,,42386928
OENumber,OE Number,42386928,185,DAEWOO,162,V51-0038,VAICO,,,,42386928
OENumber,OE Number,42386928,138,CHEVROLET,21,585212,VALEO,,,,42386928
OENumber,OE Number,42 386 928,185,DAEWOO,324,WA9439,WIX FILTERS,,,,42386928
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,65,P 50 067,BREMBO,402.0,"Brake Pad Set, disc brake",30349060.0,A0004201005
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,65,P50067N,BREMBO,402.0,"Brake Pad Set, disc brake",411020641.0,A0004201005
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,89,LP2028,DELPHI,402.0,"Brake Pad Set, disc brake",39724722.0,A0004201005
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,2,8DB 355 012-581,HELLA,402.0,"Brake Pad Set, disc brake",5252190.0,A0004201005
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,4625,8DB 355 012-581,HELLA PAGID,402.0,"Brake Pad Set, disc brake",132589809.0,A0004201005
OENumber,OE Number,A000 420 10 05,74,MERCEDES-BENZ,95,363916060313,MAGNETI MARELLI,402.0,"Brake Pad Set, disc brake",43665619.0,A0004201005
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,95,363916060313,MAGNETI MARELLI,402.0,"Brake Pad Set, disc brake",264839856.0,A0004201005
OENumber,OE Number,A  000 420 10 05,74,MERCEDES-BENZ,133,6862HPS,MAPCO,402.0,"Brake Pad Set, disc brake",33984579.0,A0004201005
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,73,MDB2830,MINTEX,402.0,"Brake Pad Set, disc brake",1240398003.0,A0004201005
OENumber,OE Number,A000 420 1005,74,MERCEDES-BENZ,50,VKBP 80051,SKF,402.0,"Brake Pad Set, disc brake",19682921.0,A0004201005
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,39,2430601,TEXTAR,402.0,"Brake Pad Set, disc brake",19682943.0,A0004201005
OENumber,OE Number,A0004201005,74,MERCEDES-BENZ,39,2430681,TEXTAR,402.0,"Brake Pad Set, disc brake",76410906.0,A0004201005
OENumber,OE Number,A000 420 1005,74,MERCEDES-BENZ,209,02.35.232,TRUCKTEC AUTOMOTIVE,402.0,"Brake Pad Set, disc brake",66101825.0,A0004201005
OENumber,OE Number,A 000 420 10 05,74,MERCEDES-BENZ,161,GDB1736,TRW,,,,A0004201005
OENumber,OE Number,54830-2B000,183,HYUNDAI,4010,SLK-8160L,555,3229.0,"Link/Coupling Rod, stabiliser bar",280837954.0,54830-2B000
OENumber,OE Number,548302B000,183,HYUNDAI,166,JRSHY-022,AISIN,3229.0,"Link/Coupling Rod, stabiliser bar",309433862.0,54830-2B000
OENumber,OE Number,548302B000,184,KIA,166,JRSHY-022,AISIN,3229.0,"Link/Coupling Rod, stabiliser bar",101345795.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,350,ADG08585,BLUE PRINT,3229.0,"Link/Coupling Rod, stabiliser bar",117354723.0,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,350,ADG08585,BLUE PRINT,3229.0,"Link/Coupling Rod, stabiliser bar",323038345.0,54830-2B000
OENumber,OE Number,548302B000,183,HYUNDAI,475,BDL7152,BORG & BECK,3229.0,"Link/Coupling Rod, stabiliser bar",1127334070.0,54830-2B000
OENumber,OE Number,54830 2B000,184,KIA,475,BDL7152,BORG & BECK,3229.0,"Link/Coupling Rod, stabiliser bar",1217118584.0,54830-2B000
OENumber,OE Number,548302B000,184,KIA,475,BDL7152,BORG & BECK,3229.0,"Link/Coupling Rod, stabiliser bar",40023968.0,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,475,BDL7152,BORG & BECK,3229.0,"Link/Coupling Rod, stabiliser bar",509892985.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,140,49400645,CORTECO,3229.0,"Link/Coupling Rod, stabiliser bar",155559566.0,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,140,49400645,CORTECO,3229.0,"Link/Coupling Rod, stabiliser bar",47847113.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,4401,CL0277L,CTR,3229.0,"Link/Coupling Rod, stabiliser bar",49349091.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,4401,PL0277L,CTR,3229.0,"Link/Coupling Rod, stabiliser bar",557955642.0,54830-2B000
OENumber,OE Number,548302B000,20,CHRYSLER,89,TC2291,DELPHI,3229.0,"Link/Coupling Rod, stabiliser bar",18013461.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,89,TC2291,DELPHI,3229.0,"Link/Coupling Rod, stabiliser bar",537827748.0,54830-2B000
OENumber,OE Number,548302B000,184,KIA,89,TC2291,DELPHI,3229.0,"Link/Coupling Rod, stabiliser bar",56420683.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,192,818 0461 10,FAG,3229.0,"Link/Coupling Rod, stabiliser bar",61385431.0,54830-2B000
OENumber,OE Number,548302B000,183,HYUNDAI,192,818 0461 10,FAG,3229.0,"Link/Coupling Rod, stabiliser bar",19233716.0,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,192,818 0461 10,FAG,3229.0,"Link/Coupling Rod, stabiliser bar",56936951.0,54830-2B000
OENumber,OE Number,548302B000,184,KIA,192,818 0461 10,FAG,3229.0,"Link/Coupling Rod, stabiliser bar",73590360.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,4674,1223-SANCFL,FEBEST,3229.0,"Link/Coupling Rod, stabiliser bar",222007924.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,101,28575,FEBI BILSTEIN,3229.0,"Link/Coupling Rod, stabiliser bar",582924729.0,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,101,28575,FEBI BILSTEIN,3229.0,"Link/Coupling Rod, stabiliser bar",66762849.0,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,101,41673,FEBI BILSTEIN,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,101,41673,FEBI BILSTEIN,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,6375,1010-0152,GMB,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,6375,1010-0152,GMB,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,35,33972 01,LEMFÖRDER,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,35,33972 01,LEMFÖRDER,,,,54830-2B000
OENumber,OE Number,548302B000,183,HYUNDAI,4008,SLH0059,MANDO,,,,54830-2B000
OENumber,OE Number,548302B000,184,KIA,4008,SLH0059,MANDO,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,133,51226HPS,MAPCO,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,133,51226HPS,MAPCO,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,144,37-16 060 0032/HD,MEYLE,,,,54830-2B000
OENumber,OE Number,54830 2B000,184,KIA,144,37-16 060 0032/HD,MEYLE,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,37,L43630,MONROE,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,37,L43630,MONROE,,,,54830-2B000
OENumber,OE Number,548302B000,183,HYUNDAI,134,HY-LS-4942,MOOG,,,,54830-2B000
OENumber,OE Number,548302B000,184,KIA,134,HY-LS-4942,MOOG,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,198,0594084,OCAP,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,198,0594084,OCAP,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,129,G7-1546,OPTIMAL,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,129,G7-1546,OPTIMAL,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,50,VKDS 845029,SKF,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,50,VKDS 845029,SKF,,,,54830-2B000
OENumber,OE Number,54830-2B000,183,HYUNDAI,161,JTS561,TRW,,,,54830-2B000
OENumber,OE Number,54830-2B000,184,KIA,161,JTS561,TRW,,,,54830-2B000
